"indic_ur,cities\time","2019 ","2018 ","2017 ","2016 ","2015 ","2014 ","2013 ","2012 ","2011 ","2010 ","2009 ","2008 ","2007 ","2006 ","2005 ","2004 ","2003 ","2002 ","2001 ","2000 ","1999 ","1998 ","1997 ","1996 ","1995 ","1994 ","1993 ","1992 ","1991 ","1990 "
"EN5205V,DE530L0",": ",": ",": ",": ",": ",": ",": ","2.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE532L1",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE533L1",": ",": ",": ",": ",": ",": ",": ","2.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE534L1",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE535L1",": ",": ",": ",": ",": ",": ",": ","1.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE539L1",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE542L1",": ",": ",": ",": ",": ",": ",": ","1.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE544L1",": ",": ",": ",": ",": ",": ",": ","2.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE546L0",": ",": ",": ",": ",": ",": ",": ","5.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,DE547L2",": ",": ",": ",": ",": ",": ",": ","1.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,EE002L1",": ",": ",": ",": ",": ",": ",": ","0.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,EL002L1",": ",": ",": ",": ",": ",": ",": ","0.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,EL005L1",": ",": ",": ",": ",": ",": ",": ","0.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,ES",": ",": ",": ",": ",": ","0.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,ES004L3",": ",": ",": ",": ",": ",": ",": ","0.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,ES008L2",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,ES009L2",": ",": ",": ",": ",": ",": ",": ","1.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,ES013L2",": ",": ",": ",": ",": ",": ",": ","0.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,ES014L3",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,ES074L0",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,ES519L1",": ",": ",": ",": ",": ",": ",": ","0.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FI004L4",": ",": ",": ",": ",": ",": ",": ","0.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR001L1",": ",": ",": ",": ",": ",": ",": ","3.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR003L2",": ",": ",": ",": ",": ",": ",": ","1.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR004L2",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR006L2",": ",": ",": ",": ",": ",": ",": ","1.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR008L2",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR012L2",": ",": ",": ",": ",": ",": ",": ","2.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR014L2",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR016L2",": ",": ",": ",": ",": ",": ",": ","0.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR017L2",": ",": ",": ",": ",": ",": ",": ","1.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR019L2",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR037L2",": ",": ",": ",": ",": ",": ",": ","1.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR040L2",": ",": ",": ",": ",": ",": ",": ","0.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR042L2",": ",": ",": ",": ",": ",": ",": ","1.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR044L2",": ",": ",": ",": ",": ",": ",": ","0.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR047L0",": ",": ",": ",": ",": ",": ",": ","1.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR049L2",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR050L2",": ",": ",": ",": ",": ",": ",": ","0.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR051L2",": ",": ",": ",": ",": ",": ",": ","0.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR052L2",": ",": ",": ",": ",": ",": ",": ","1.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR053L2",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR059L2",": ",": ",": ",": ",": ",": ",": ","0.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR060L2",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR064L2",": ",": ",": ",": ",": ",": ",": ","0.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR069L2",": ",": ",": ",": ",": ",": ",": ","0.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR074L2",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR079L2",": ",": ",": ",": ",": ",": ",": ","0.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR082L2",": ",": ",": ",": ",": ",": ",": ","0.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR086L2",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR090L2",": ",": ",": ",": ",": ",": ",": ","0.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR104L2",": ",": ",": ",": ",": ",": ",": ","0.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,FR304L1",": ",": ",": ",": ",": ",": ",": ","2.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,HR003L2",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,HR004L2",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,HU001L2",": ",": ",": ",": ",": ",": ",": ","1.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,HU008L2",": ",": ",": ",": ",": ",": ",": ","0.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,IT001L3",": ",": ",": ",": ",": ",": ",": ","1.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,IT004L2",": ",": ",": ",": ",": ",": ",": ","2.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,IT012L3",": ",": ",": ",": ",": ",": ",": ","1.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,IT017L3",": ",": ",": ",": ",": ",": ",": ","1.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,IT025L3",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,IT054L1",": ",": ",": ",": ",": ",": ",": ","0.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,IT056L1",": ",": ",": ",": ",": ",": ",": ","2.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,IT511L2",": ",": ",": ",": ",": ",": ",": ","3.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LT002L1",": ",": ",": ",": ",": ",": ",": ","2.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LT003L1",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LT004L0",": ",": ",": ",": ",": ",": ",": ","5.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LT501L0",": ",": ",": ",": ",": ",": ",": ","4.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LT502L0",": ",": ",": ",": ",": ",": ",": ","6.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LU001L1",": ",": ",": ",": ",": ",": ",": ","0.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LV001L1",": ",": ",": ",": ",": ",": ",": ","15.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LV002L2",": ",": ",": ",": ",": ",": ",": ","0.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,LV003L1",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL002L3",": ",": ",": ",": ",": ",": ",": ","5.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL006L3",": ",": ",": ",": ",": ",": ",": ","5.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL008L3",": ",": ",": ",": ",": ",": ",": ","2.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL009L3",": ",": ",": ",": ",": ",": ",": ","4.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL010L3",": ",": ",": ",": ",": ",": ",": ","3.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL012L3",": ",": ",": ",": ",": ",": ",": ","3.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL013L3",": ",": ",": ",": ",": ",": ",": ","5.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL014L3",": ",": ",": ",": ",": ",": ",": ","2.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL015L3",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL016L3",": ",": ",": ",": ",": ",": ",": ","3.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL018L3",": ",": ",": ",": ",": ",": ",": ","7.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL020L3",": ",": ",": ",": ",": ",": ",": ","2.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL026L0",": ",": ",": ",": ",": ",": ",": ","8.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL028L3",": ",": ",": ",": ",": ",": ",": ","2.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL030L0",": ",": ",": ",": ",": ",": ",": ","3.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL503L3",": ",": ",": ",": ",": ",": ",": ","4.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL504L3",": ",": ",": ",": ",": ",": ",": ","6.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL505L3",": ",": ",": ",": ",": ",": ",": ","4.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL507L3",": ",": ",": ",": ",": ",": ",": ","7.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL511L3",": ",": ",": ",": ",": ",": ",": ","4.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL512L3",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL513L3",": ",": ",": ",": ",": ",": ",": ","2.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL514L3",": ",": ",": ",": ",": ",": ",": ","7.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL515L3",": ",": ",": ",": ",": ",": ",": ","2.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,NL519L3",": ",": ",": ",": ",": ",": ",": ","1.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL002L2",": ",": ",": ",": ",": ",": ",": ","1.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL004L2",": ",": ",": ",": ",": ",": ",": ","1.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL006L2",": ",": ",": ",": ",": ",": ",": ","1.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL007L2",": ",": ",": ",": ",": ",": ",": ","2.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL014L2",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL017L2",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL025L2",": ",": ",": ",": ",": ",": ",": ","0.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL026L2",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL027L2",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL028L2",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL030L1",": ",": ",": ",": ",": ",": ",": ","2.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL032L1",": ",": ",": ",": ",": ",": ",": ","0.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL036L1",": ",": ",": ",": ",": ",": ",": ","0.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL038L1",": ",": ",": ",": ",": ",": ",": ","1.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL040L1",": ",": ",": ",": ",": ",": ",": ","0.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL041L1",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL043L1",": ",": ",": ",": ",": ",": ",": ","0.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL047L1",": ",": ",": ",": ",": ",": ",": ","0.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL508L1",": ",": ",": ",": ",": ",": ",": ","2.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,PL512L2",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO001L1",": ",": ",": ",": ",": ",": ",": ","2.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO002L1",": ",": ",": ",": ",": ",": ",": ","0.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO003L1",": ",": ",": ",": ",": ",": ",": ","1.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO004L1",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO005L1",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO006L1",": ",": ",": ",": ",": ",": ",": ","1.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO007L1",": ",": ",": ",": ",": ",": ",": ","1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO008L1",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO010L1",": ",": ",": ",": ",": ",": ",": ","1.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO011L1",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5205V,RO012L1",": ",": ",": ",": ",": ",": ",": ","0.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
